연령대,피해자 성별,최초 접수년,최초 접수월,피해자계좌_피해(송금)액,사기유형,사칭기관,피해구제 신청사유,접근매체
50,여,2022,08,8860500,지인사칭(메신저피싱),개인,보이스피싱,문자
20,남,2022,08,1250064,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
60,남,2022,08,8000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,08,2821500,지인사칭(메신저피싱),개인,보이스피싱,문자
20,남,2022,08,500001,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
60,여,2022,08,100000,기타,기타 공공기관,보이스피싱,전화
60,남,2022,08,9000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,08,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,08,610000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,08,3090000,지인사칭(메신저피싱),개인,보이스피싱,전화
60,여,2022,08,300000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,08,1205000,기타,우체국. 전화국. 택배회사,파밍,문자
50,남,2022,08,8500000,기타,우체국. 전화국. 택배회사,파밍,문자
50,여,2022,08,17000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,08,3400000,기타,우체국. 전화국. 택배회사,파밍,문자
30,남,2022,08,110000000,기존대출 상환,시중은행,일반대출,메신저
50,남,2022,08,620000,기타,우체국. 전화국. 택배회사,파밍,문자
60,여,2022,09,9600000,지인사칭(메신저피싱),개인,보이스피싱,메신저
60,여,2022,09,977000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,09,320000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,09,1550000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,09,990000,지인사칭(메신저피싱),개인,보이스피싱,문자
80,남,2022,09,41000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,09,750000,지인사칭(메신저피싱),개인,보이스피싱,메신저
70,여,2022,09,1000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,09,6010000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,09,300000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,09,7000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,09,10000000,지인사칭(메신저피싱),개인,보이스피싱,메신저
20,여,2022,09,4700000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
60,남,2022,09,4850000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,09,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,09,2000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,1960000,지인사칭(메신저피싱),개인,보이스피싱,메신저
40,남,2022,09,9900000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,09,1000000,지인사칭(메신저피싱),개인,보이스피싱,메신저
80,남,2022,09,900000,지인사칭(메신저피싱),개인,보이스피싱,메신저
70,남,2022,09,7000000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,09,1000000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,여,2022,09,330000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,09,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
80,남,2022,09,41000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,1910000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,59900000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,09,5000000,기존대출 상환,시중은행,일반대출,문자
60,남,2022,09,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,09,7920000,지인사칭(메신저피싱),개인,보이스피싱,메신저
60,남,2022,09,1980000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,남,2022,09,1980000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,330000,지인사칭(메신저피싱),개인,보이스피싱,문자
80,남,2022,09,10000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,2980000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,620000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,여,2022,09,3160000,기타,대부업체,일반대출,전화
50,남,2022,09,3902000,"대출수수료 요구(보증료, 공탁 등)",시중은행,일반대출,문자
60,남,2022,09,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,09,130000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,6030000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,09,12000000,기존대출 상환,시중은행,일반대출,전화
50,여,2022,09,300000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,2000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,32000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,09,56000000,대출실행 후 상환,시중은행,일반대출,전화
60,여,2022,09,5710000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,09,130000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,36000000,기존대출 상환,시중은행,일반대출,전화
60,여,2022,09,245000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,09,32000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,10,2480000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,5980000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,10,500000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,165000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,500000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,10,747745,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,1000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,1209000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,여,2022,10,1340000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,여,2022,10,9950000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,10,1100000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,10,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,10,9150000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,6090000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,6030000,지인사칭(메신저피싱),개인,보이스피싱,문자
20,남,2022,10,11000000,대출실행 후 상환,시중은행,일반대출,전화
0,기업,2022,10,5520000,기타,할부금융(카드사 및 캐피탈),일반대출,문자
40,남,2022,10,4900000,기타,기타 공공기관,보이스피싱,전화
40,남,2022,10,1980000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,6021000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,27000000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,남,2022,10,10000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,10,30000000,기존대출 상환,시중은행,일반대출,전화
60,여,2022,10,6100000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,100000,지인사칭(메신저피싱),개인,보이스피싱,메신저
30,여,2022,10,44990000,기존대출 상환,대부업체,일반대출,전화
40,여,2022,10,55000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,6000000,기타,기타 공공기관,보이스피싱,전화
60,여,2022,10,6020360,지인사칭(메신저피싱),개인,보이스피싱,문자
40,남,2022,10,1500000,"대출수수료 요구(보증료, 공탁 등)",저축은행,일반대출,전화
60,여,2022,10,20000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,12398372,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,631000,지인사칭(메신저피싱),개인,보이스피싱,메신저
40,여,2022,10,6000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,10,9970000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,여,2022,10,500000,지인사칭(메신저피싱),개인,보이스피싱,메신저
60,여,2022,10,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,6021000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,남,2022,10,1980000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,6020000,지인사칭(메신저피싱),개인,보이스피싱,메신저
60,여,2022,10,45000000,"대출수수료 요구(보증료, 공탁 등)",할부금융(카드사 및 캐피탈),일반대출,문자
30,남,2022,10,6000000,"대출수수료 요구(보증료, 공탁 등)",할부금융(카드사 및 캐피탈),일반대출,문자
40,여,2022,10,4700000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,여,2022,10,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,8000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,6000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,8000000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,여,2022,10,5500000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,남,2022,10,7500000,기존대출 상환,할부금융(카드사 및 캐피탈),일반대출,전화
50,여,2022,10,990000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,9954000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,10000000,지인사칭(메신저피싱),개인,보이스피싱,메신저
60,남,2022,10,310000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,10,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,1700000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,1700000,기존대출 상환,시중은행,일반대출,전화
50,여,2022,10,10000000,지인사칭(메신저피싱),개인,보이스피싱,문자
30,남,2022,10,70000000,기타,금융지주회사,일반대출,메신저
60,남,2022,10,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,10,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,10,2000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,10,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
20,남,2022,11,6020000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
60,여,2022,11,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,11,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,11,5400000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,11,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,남,2022,11,2150000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,여,2022,11,9500000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,여,2022,11,94000000,기타,기타 공공기관,보이스피싱,전화
40,여,2022,11,94000000,"개인정보유출방지, 보안강화",기타 공공기관,보이스피싱,전화
50,여,2022,11,10000000,기존대출 상환,기타,일반대출,전화
50,여,2022,11,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,11,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
30,남,2022,11,9500000,기타,기타,보이스피싱,전화
60,남,2022,11,2780000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,11,35000000,기존대출 상환,시중은행,정책자금대출,전화
60,남,2022,11,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,11,6030562,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,11,20000000,기타,시중은행,정책자금대출,문자
50,여,2022,11,3300000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,11,3050000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,11,300000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,11,100000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,여,2022,11,5990000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,남,2022,11,3370000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,11,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,11,1079925,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,11,10000000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,남,2022,11,500000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,11,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,11,14000000,지인사칭(메신저피싱),개인,보이스피싱,문자
80,남,2022,11,4000000,기타,할부금융(카드사 및 캐피탈),보이스피싱,전화
50,여,2022,11,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,11,6030000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,11,330000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,11,2030000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,여,2022,11,8400000,기존대출 상환,시중은행,정책자금대출,전화
50,여,2022,11,29000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,11,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,11,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,11,5900000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,11,10000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,11,26000000,사건연루조사,경찰. 검찰. 법원,보이스피싱,문자
40,여,2022,11,12000000,사건연루조사,금감원. 금융위,보이스피싱,문자
70,남,2022,11,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,여,2022,11,40000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,11,50000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,11,9530000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,11,20000000,지인사칭(메신저피싱),기타,보이스피싱,문자
50,여,2022,11,6300000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,11,840000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,11,500000,지인사칭(메신저피싱),개인,보이스피싱,문자
80,여,2022,11,465000,기타,기타,보이스피싱,개인
50,여,2022,11,6050000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,11,1222000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,11,990000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,11,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,11,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,11,900000,지인사칭(메신저피싱),개인,보이스피싱,메신저
70,여,2022,11,5600000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,11,1000000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,여,2022,11,5000000,기타,기타 공공기관,보이스피싱,전화
50,여,2022,12,1000000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,12,140000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,2000000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,여,2022,12,4500000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,여,2022,12,395300,지인사칭(메신저피싱),개인,보이스피싱,문자
20,남,2022,12,350000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
50,여,2022,12,6000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,12,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,12,6025000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,2600000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,2600000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,500000,지인사칭(메신저피싱),개인,보이스피싱,문자
80,여,2022,12,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
20,남,2022,12,22500,기타,대부업체,보이스피싱,메신저
50,여,2022,12,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,12,1000000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,12,3300000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,3300000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,3200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,39000000,기타,경찰. 검찰. 법원,보이스피싱,문자
50,남,2022,12,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,1000000,지인사칭(메신저피싱),개인,보이스피싱,문자
30,여,2022,12,51000009,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
50,여,2022,12,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,남,2022,12,19680000,기존대출 상환,시중은행,정책자금대출,문자
50,여,2022,12,6000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,12,6900000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,3200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,3000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,3000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,3720000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,9000000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,남,2022,12,20000000,기타,기타,보이스피싱,문자
60,남,2022,12,6030562,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,60000000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,12,91000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,45000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,12,800000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,12,4700000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,6600000,지인사칭(메신저피싱),개인,보이스피싱,문자
80,여,2022,12,33000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,12,30000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,12,70000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,60000000,기존대출 상환,시중은행,정책자금대출,문자
50,남,2022,12,6020000,지인사칭(메신저피싱),개인,보이스피싱,문자
20,남,2022,12,87000000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
60,남,2022,12,800000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,여,2022,12,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,12,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,12,6000000,기타,기타,보이스피싱,개인
60,남,2022,12,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,12,6000000,대출실행 후 상환,저축은행,일반대출,문자
50,여,2022,12,3300000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,12,9700000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2022,12,6020000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,45000000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,여,2022,12,119000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2022,12,20000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,6020000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2022,12,6030000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2022,12,6000000,기타,기타 공공기관,보이스피싱,전화
60,남,2022,12,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2022,12,31095000,대출실행 후 상환,저축은행,일반대출,전화
50,여,2022,12,24000000,지인사칭(메신저피싱),개인,보이스피싱,문자
30,남,2023,01,5000000,대출실행 후 상환,시중은행,일반대출,문자
30,남,2023,01,6500000,기타,시중은행,일반대출,문자
30,여,2023,01,5386698,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
30,여,2023,01,54510000,기존대출 상환,시중은행,일반대출,전화
30,여,2023,01,54510000,기존대출 상환,시중은행,일반대출,전화
40,여,2023,01,546915,지인사칭(메신저피싱),개인,보이스피싱,전화
40,남,2023,01,10000000,기존대출 상환,시중은행,일반대출,전화
40,남,2023,01,1100000,기타,기타 공공기관,보이스피싱,전화
40,여,2023,01,12000000,기타,기타 공공기관,보이스피싱,전화
50,여,2023,01,100000,지인사칭(메신저피싱),개인,보이스피싱,전화
50,여,2023,01,160000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2023,01,2435000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2023,01,990000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,여,2023,01,1190000,기존대출 상환,할부금융(카드사 및 캐피탈),일반대출,전화
50,여,2023,01,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2023,01,2000000,기타,기타 공공기관,보이스피싱,메신저
50,남,2023,01,3100000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,남,2023,01,3100000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,여,2023,01,3888164,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2023,01,26000000,기존대출 상환,시중은행,일반대출,전화
50,여,2023,01,15000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2023,01,26000000,기존대출 상환,시중은행,일반대출,전화
50,남,2023,01,10000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2023,01,20000000,대출실행 후 상환,기타,일반대출,전화
50,여,2023,01,45100000,기타,할부금융(카드사 및 캐피탈),일반대출,전화
50,여,2023,01,23000000,기타,할부금융(카드사 및 캐피탈),일반대출,전화
60,여,2023,01,2320000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2023,01,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2023,01,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2023,01,2393720,기타,기타 공공기관,보이스피싱,전화
60,남,2023,01,22050000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2023,01,179000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,여,2023,01,10630000,기존대출 상환,시중은행,일반대출,전화
70,여,2023,01,39000000,지인사칭(메신저피싱),개인,보이스피싱,문자
80,남,2023,01,6030000,지인사칭(메신저피싱),개인,보이스피싱,메신저
20,남,2023,02,16380000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
20,남,2023,02,176700,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
20,여,2023,02,29700000,기존대출 상환,시중은행,일반대출,문자
20,남,2023,02,150000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
30,남,2023,02,52630000,기타,대부업체,일반대출,전화
30,남,2023,02,59550000,기타,대부업체,일반대출,전화
40,여,2023,02,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
40,여,2023,02,71888370,기존대출 상환,금감원. 금융위,정책자금대출,전화
50,여,2023,02,4200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2023,02,30000000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,남,2023,02,24790000,기존대출 상환,시중은행,일반대출,문자
50,여,2023,02,28000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2023,02,6020000,지인사칭(메신저피싱),개인,보이스피싱,전화
50,남,2023,02,866000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2023,02,99000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2023,02,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2023,02,4000000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,남,2023,02,23500000,대출실행 후 상환,시중은행,일반대출,문자
50,여,2023,02,170000,기타,기타 공공기관,보이스피싱,전화
50,남,2023,02,6020000,지인사칭(메신저피싱),개인,보이스피싱,메신저
50,남,2023,02,2000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2023,02,2000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2023,02,520000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2023,02,13850000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,여,2023,02,10000000,기존대출 상환,시중은행,정책자금대출,전화
50,여,2023,02,9000000,지인사칭(메신저피싱),개인,보이스피싱,문자
50,남,2023,02,24000000,사건연루조사,금감원. 금융위,보이스피싱,문자
50,여,2023,02,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2023,02,2000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2023,02,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2023,02,150000,기타,기타 공공기관,보이스피싱,전화
60,남,2023,02,4100000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2023,02,10000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2023,02,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2023,02,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2023,02,100000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2023,02,22400500,대출실행 후 상환,할부금융(카드사 및 캐피탈),일반대출,전화
60,여,2023,02,9600000,대출실행 후 상환,할부금융(카드사 및 캐피탈),일반대출,전화
60,여,2023,02,150000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,남,2023,02,2000000,지인사칭(메신저피싱),개인,보이스피싱,문자
60,여,2023,02,78000000,"대출수수료 요구(보증료, 공탁 등)",대부업체,일반대출,메신저
60,여,2023,02,4775000,지인사칭(메신저피싱),개인,보이스피싱,메신저
60,남,2023,02,22000000,기타,기타,일반대출,전화
70,여,2023,02,1370000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2023,02,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2023,02,200000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2023,02,6030286,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2023,02,31700000,"개인정보유출방지, 보안강화",금감원. 금융위,보이스피싱,문자
70,남,2023,02,2040000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2023,02,2600000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,여,2023,02,5000000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,여,2023,02,920000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,남,2023,02,6032000,지인사칭(메신저피싱),개인,보이스피싱,문자
70,여,2023,02,10000000,지인사칭(메신저피싱),개인,보이스피싱,문자
80,여,2023,02,5400000,지인사칭(메신저피싱),개인,보이스피싱,문자
20,남,2023,03,24000000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
20,남,2023,03,5000000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
20,남,2023,03,1000000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
20,남,2023,03,1000000,사건연루조사,경찰. 검찰. 법원,보이스피싱,전화
40,남,2023,03,18000000,"대출수수료 요구(보증료, 공탁 등)",기타 공공기관,일반대출,전화
40,여,2023,03,26668980,기존대출 상환,시중은행,일반대출,전화
50,여,2023,03,38720000,기존대출 상환,저축은행,일반대출,문자
